Shipment_ID,Supplier_ID,Carrier,POL,POD,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,Delay_Reason,On_Time,Num_Containers,Freight_Rate_USD,Total_Freight_USD,Cargo_Value_USD,Incoterms,Shipment_Status
SHP000964,SUP0016,Evergreen,Ningbo,Toronto,2023-04-20,2023-05-17,2023-05-20,27,3,Documentation Error,No,3,1330.33,3990.99,501690.8,FOB,Delivered
SHP000965,SUP0011,MSC,Shanghai,Los Angeles,2024-11-13,2024-12-25,2024-12-25,42,0,None,Yes,6,1919.47,11516.82,772007.06,CIF,Delivered
SHP000966,SUP0018,Yang Ming,Rotterdam,Miami,2024-08-29,2024-10-04,2024-10-04,36,0,None,Yes,6,2763.54,16581.24,889121.33,CIF,Delivered
SHP000967,SUP0006,Hapag-Lloyd,Ningbo,Miami,2024-06-23,2024-08-07,2024-08-07,45,0,None,Yes,9,4129.12,37162.08,669487.52,CIF,Delivered
SHP000968,SUP0001,ONE,Hamburg,Houston,2024-05-18,2024-06-14,2024-06-14,27,0,None,Yes,4,2215.09,8860.36,220055.32,FOB,Delivered
SHP000969,SUP0007,ZIM,Hong Kong,New York,2022-01-12,2022-02-14,2022-02-14,33,0,None,Yes,6,4188.49,25130.94,527653.69,FOB,Delivered
SHP000970,SUP0020,Hapag-Lloyd,Shanghai,Chicago,2024-09-07,2024-10-16,2024-10-18,39,2,Bad Weather,No,5,3113.5,15567.5,972583.66,FOB,Delivered
SHP000971,SUP0016,HMM,Hamburg,Seattle,2022-12-22,2023-02-04,2023-02-04,44,0,None,Yes,1,2167.28,2167.28,632274.47,CIF,Delivered
SHP000972,SUP0006,CMA CGM,Shenzhen,Miami,2022-09-02,2022-09-19,2022-09-19,17,0,None,Yes,1,1962.68,1962.68,864995.79,EXW,Delivered
SHP000973,SUP0007,HMM,Shanghai,Houston,2023-10-11,2023-11-04,2023-11-04,24,0,None,Yes,6,2710.46,16262.76,943517.9,DAP,Delivered
SHP000974,SUP0014,Maersk,Shenzhen,New York,2024-10-24,2024-11-16,2024-11-16,23,0,None,Yes,8,964.68,7717.44,628102.57,CFR,Delivered
SHP000975,SUP0014,CMA CGM,Shanghai,Chicago,2023-07-15,2023-08-20,2023-08-20,36,0,None,Yes,10,3893.59,38935.9,131790.47,DAP,Delivered
SHP000976,SUP0003,MSC,Shenzhen,Los Angeles,2022-06-26,2022-07-21,2022-07-21,25,0,None,Yes,1,3636.87,3636.87,799299.84,CIF,Delivered
SHP000977,SUP0012,ZIM,Shenzhen,New York,2023-09-23,2023-10-19,2023-10-19,26,0,None,Yes,7,3411.88,23883.16,219103.83,CIF,Delivered
SHP000978,SUP0019,ONE,Rotterdam,New York,2023-01-21,2023-02-21,2023-02-21,31,0,None,Yes,5,1759.61,8798.05,467618.41,FOB,Delivered
SHP000979,SUP0016,ONE,Hong Kong,Houston,2024-12-07,2025-01-18,2025-01-18,42,0,None,Yes,10,2227.02,22270.2,561051.34,CIF,In Transit
SHP000980,SUP0014,ONE,Singapore,New York,2023-12-02,2024-01-02,2024-01-02,31,0,None,Yes,4,1755.39,7021.56,494303.79,FOB,Delivered
SHP000981,SUP0004,COSCO,Ningbo,Seattle,2022-10-14,2022-11-26,2022-11-26,43,0,None,Yes,10,2198.27,21982.7,608971.24,FOB,Delivered
SHP000982,SUP0011,MSC,Hong Kong,Toronto,2022-11-22,2023-01-01,2023-01-01,40,0,None,Yes,2,1492.31,2984.62,390104.31,CIF,Delivered
SHP000983,SUP0015,COSCO,Ningbo,Toronto,2024-06-18,2024-07-31,2024-07-31,43,0,None,Yes,7,3504.53,24531.71,499893.47,CIF,Delivered
SHP000984,SUP0009,ONE,Hong Kong,Seattle,2024-04-01,2024-05-04,2024-05-06,33,2,Customs Inspection,No,9,1199.06,10791.54,454599.52,EXW,Delivered
SHP000985,SUP0019,Yang Ming,Shanghai,Los Angeles,2024-11-14,2024-12-08,2024-12-18,24,10,Documentation Error,No,4,4320.53,17282.12,589588.86,CIF,Delivered
SHP000986,SUP0005,ONE,Shanghai,Vancouver,2023-09-26,2023-10-19,2023-10-19,23,0,None,Yes,3,2504.17,7512.51,675678.17,CIF,Delivered
SHP000987,SUP0006,Hapag-Lloyd,Singapore,Vancouver,2023-01-14,2023-02-12,2023-02-12,29,0,None,Yes,4,1370.31,5481.24,577580.82,EXW,Delivered
SHP000988,SUP0001,ZIM,Ningbo,Houston,2022-07-24,2022-09-06,2022-09-06,44,0,None,Yes,4,4177.48,16709.92,685015.01,DAP,Delivered
SHP000989,SUP0008,MSC,Rotterdam,Los Angeles,2023-10-14,2023-11-05,2023-11-05,22,0,None,Yes,5,3833.23,19166.15,743853.5,DAP,Delivered
SHP000990,SUP0020,Yang Ming,Shenzhen,Houston,2024-09-27,2024-10-12,2024-10-20,15,8,Customs Inspection,No,4,2165.79,8663.16,372858.4,FOB,Delivered
SHP000991,SUP0020,HMM,Rotterdam,Vancouver,2023-04-17,2023-05-09,2023-05-09,22,0,None,Yes,4,1917.17,7668.68,138207.83,DAP,Delivered
SHP000992,SUP0006,Yang Ming,Ningbo,Chicago,2023-09-30,2023-11-07,2023-11-07,38,0,None,Yes,7,1464.22,10249.54,428305.33,CFR,Delivered
SHP000993,SUP0004,ZIM,Shenzhen,Houston,2022-07-27,2022-09-04,2022-09-04,39,0,None,Yes,3,2926.32,8778.96,414790.77,DAP,Delivered
SHP000994,SUP0001,ZIM,Rotterdam,Miami,2022-04-22,2022-05-25,2022-05-25,33,0,None,Yes,2,3033.45,6066.9,812297.48,DAP,Delivered
SHP000995,SUP0017,ONE,Hamburg,Houston,2024-12-31,2025-02-06,2025-02-06,37,0,None,Yes,7,2767.33,19371.31,414298.23,FOB,In Transit
SHP000996,SUP0005,Maersk,Hong Kong,Chicago,2023-02-09,2023-03-24,2023-03-24,43,0,None,Yes,5,947.42,4737.1,874501.88,DAP,Delivered
SHP000997,SUP0012,Maersk,Hong Kong,Chicago,2024-05-21,2024-06-25,2024-06-25,35,0,None,Yes,1,2808.17,2808.17,219791.77,EXW,Delivered
SHP000998,SUP0014,Maersk,Hamburg,Houston,2023-09-02,2023-09-18,2023-09-18,16,0,None,Yes,1,2765.69,2765.69,426403.84,CIF,Delivered
SHP000999,SUP0003,COSCO,Shenzhen,Los Angeles,2022-10-24,2022-12-08,2022-12-22,45,14,Bad Weather,No,8,3349.27,26794.16,281895.67,CFR,Delivered
SHP001000,SUP0019,ZIM,Shanghai,Vancouver,2023-10-31,2023-12-07,2023-12-07,37,0,None,Yes,2,2213.08,4426.16,981253.16,FOB,Delivered
